flow_id,run_id,scenario,flow_key,src_ip,src_port,dst_ip,dst_port,protocol,start_ts,end_ts,duration,packet_count,byte_count,packets_per_second,bytes_per_second,min_packet_size,max_packet_size,mean_packet_size,std_packet_size,iat_mean,iat_std,iat_min,iat_max,iat_count,tcp_flags,tcp_syn_count,tcp_fin_count,tcp_rst_count,tcp_psh_count,tcp_ack_count,tcp_urg_count,dns_packet_count,dns_qname_len_mean,dns_qname_len_max,dns_qname_entropy_mean,dns_qname_entropy_max,dns_qtype_mode,tls_record_count,tls_version_mode,tls_content_type_mode,tls_record_len_mean,tls_record_len_max,tls_payload_entropy_mean,iat_cv,tcp_syn_ratio,tcp_flag_diversity,payload_bytes_total,payload_ratio,payload_entropy_mean,payload_entropy_max,direction
port_scan__run_001__0005,run_001,port_scan,10.0.0.126:29540->10.0.1.91:20/tcp,10.0.0.126,29540,10.0.1.91,20,tcp,1726135204.466330,1726135204.466330,0.000000,1,40,1000000.000000,40000000.000000,40,40,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,S,1,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.000000,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0006,run_001,port_scan,10.0.0.26:23204->10.0.1.91:18/tcp,10.0.0.26,23204,10.0.1.91,18,tcp,1726135204.766591,1726135204.766591,0.000000,1,40,1000000.000000,40000000.000000,40,40,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,S,1,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.000000,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0007,run_001,port_scan,10.0.0.204:2619->10.0.1.91:7/tcp,10.0.0.204,2619,10.0.1.91,7,tcp,1726135204.924506,1726135204.924506,0.000000,1,40,1000000.000000,40000000.000000,40,40,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,S,1,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.000000,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0008,run_001,port_scan,10.0.0.74:34229->10.0.1.91:12/tcp,10.0.0.74,34229,10.0.1.91,12,tcp,1726135205.340518,1726135205.493485,0.152967,2,80,13.074717,522.988700,40,40,40.000000,0.000000,0.152967,0.000000,0.152967,0.152967,1,S,2,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.000000,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0009,run_001,port_scan,10.0.0.88:41599->10.0.1.5:53/udp,10.0.0.88,41599,10.0.1.5,53,udp,1726135205.509959,1726135205.630180,0.120221,4,174,33.272085,1447.335701,38,56,43.500000,7.262920,0.040074,0.002513,0.037575,0.043511,3,,0,0,0,0,0,0,4,11.500000,24,2.564630,3.421928,28,0,0,0,0.000000,0,0.000000,0.062699,0.000000,0,62,0.356322,3.212974,3.994680,outbound
port_scan__run_001__0010,run_001,port_scan,10.0.0.72:58432->10.0.1.91:8/tcp,10.0.0.72,58432,10.0.1.91,8,tcp,1726135206.146702,1726135206.371108,0.224406,3,120,13.368626,534.745051,40,40,40.000000,0.000000,0.112203,0.074073,0.038130,0.186276,2,S,3,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.660169,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0011,run_001,port_scan,10.0.0.224:35390->10.0.1.91:4/tcp,10.0.0.224,35390,10.0.1.91,4,tcp,1726135206.325338,1726135206.325338,0.000000,1,40,1000000.000000,40000000.000000,40,40,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,S,1,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.000000,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0012,run_001,port_scan,10.0.0.55:50726->10.0.1.91:14/tcp,10.0.0.55,50726,10.0.1.91,14,tcp,1726135207.431487,1726135207.779580,0.348093,3,120,8.618386,344.735426,40,40,40.000000,0.000000,0.174047,0.021098,0.152949,0.195144,2,S,3,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.121219,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0013,run_001,port_scan,10.0.0.63:54031->10.0.1.91:15/tcp,10.0.0.63,54031,10.0.1.91,15,tcp,1726135208.859347,1726135209.037688,0.178341,2,80,11.214477,448.579068,40,40,40.000000,0.000000,0.178341,0.000000,0.178341,0.178341,1,S,2,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.000000,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0014,run_001,port_scan,10.0.0.142:24995->10.0.1.91:2/tcp,10.0.0.142,24995,10.0.1.91,2,tcp,1726135208.989284,1726135209.222308,0.233024,3,120,12.874217,514.968676,40,40,40.000000,0.000000,0.116512,0.073503,0.043009,0.190015,2,S,3,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.630862,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0015,run_001,port_scan,10.0.0.84:62919->10.0.1.91:6/tcp,10.0.0.84,62919,10.0.1.91,6,tcp,1726135209.000233,1726135209.188189,0.187956,3,120,15.961174,638.446974,40,40,40.000000,0.000000,0.093978,0.077313,0.016665,0.171291,2,S,3,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.822672,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0016,run_001,port_scan,10.0.0.133:27993->10.0.1.91:1/tcp,10.0.0.133,27993,10.0.1.91,1,tcp,1726135209.381375,1726135209.554098,0.172723,3,120,17.368869,694.754766,40,40,40.000000,0.000000,0.086361,0.069333,0.017029,0.155694,2,S,3,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.802819,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0017,run_001,port_scan,10.0.0.146:32719->10.0.1.91:9/tcp,10.0.0.146,32719,10.0.1.91,9,tcp,1726135210.222374,1726135210.222374,0.000000,1,40,1000000.000000,40000000.000000,40,40,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,S,1,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.000000,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0018,run_001,port_scan,10.0.0.178:34267->10.0.1.91:5/tcp,10.0.0.178,34267,10.0.1.91,5,tcp,1726135211.621189,1726135211.884559,0.263370,3,120,11.390828,455.633108,40,40,40.000000,0.000000,0.131685,0.037020,0.094665,0.168705,2,S,3,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.281126,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0019,run_001,port_scan,10.0.0.103:6053->10.0.1.91:11/tcp,10.0.0.103,6053,10.0.1.91,11,tcp,1726135212.983085,1726135213.117319,0.134234,2,80,14.899334,595.973351,40,40,40.000000,0.000000,0.134234,0.000000,0.134234,0.134234,1,S,2,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.000000,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0020,run_001,port_scan,10.0.0.205:18790->10.0.1.91:13/tcp,10.0.0.205,18790,10.0.1.91,13,tcp,1726135213.227502,1726135213.500380,0.272878,3,120,10.993927,439.757071,40,40,40.000000,0.000000,0.136439,0.043056,0.093383,0.179495,2,S,3,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.315571,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0021,run_001,port_scan,10.0.0.69:0->10.0.1.158:0/icmp,10.0.0.69,0,10.0.1.158,0,icmp,1726135213.297337,1726135213.604276,0.306939,2,56,6.515955,182.446742,28,28,28.000000,0.000000,0.306939,0.000000,0.306939,0.306939,1,,0,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0022,run_001,port_scan,10.0.0.169:53822->10.0.1.142:80/tcp,10.0.0.169,53822,10.0.1.142,80,tcp,1726135216.144800,1726135217.097683,0.952883,5,200,5.247234,209.889356,40,40,40.000000,0.000000,0.238221,0.167743,0.043918,0.452416,4,"A,F,P,S",1,1,0,3,4,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.704147,0.200000,4,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0023,run_001,port_scan,10.0.0.196:56353->10.0.1.91:19/tcp,10.0.0.196,56353,10.0.1.91,19,tcp,1726135216.462825,1726135216.502364,0.039539,2,80,50.583147,2023.325896,40,40,40.000000,0.000000,0.039539,0.000000,0.039539,0.039539,1,S,2,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.000000,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0024,run_001,port_scan,10.0.0.246:52974->10.0.1.91:16/tcp,10.0.0.246,52974,10.0.1.91,16,tcp,1726135216.729437,1726135216.988761,0.259324,3,120,11.568547,462.741883,40,40,40.000000,0.000000,0.129662,0.054799,0.074863,0.184461,2,S,3,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.422630,1.000000,1,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0025,run_001,port_scan,10.0.0.119:61536->10.0.1.138:443/tcp,10.0.0.119,61536,10.0.1.138,443,tcp,1726135217.196208,1726135219.286200,2.089992,7,280,3.349295,133.971802,40,40,40.000000,0.000000,0.348332,0.070114,0.248119,0.439849,6,"A,F,P,S",1,1,0,5,6,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.201284,0.142857,4,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0026,run_001,port_scan,10.0.0.109:23473->10.0.1.40:53/udp,10.0.0.109,23473,10.0.1.40,53,udp,1726135219.138403,1726135219.185555,0.047152,2,91,42.415978,1929.927006,39,52,45.500000,6.500000,0.047152,0.000000,0.047152,0.047152,1,,0,0,0,0,0,0,2,13.500000,20,2.585964,3.250000,1,0,0,0,0.000000,0,0.000000,0.000000,0.000000,0,35,0.384615,3.233521,3.803509,outbound
port_scan__run_001__0027,run_001,port_scan,10.0.0.66:47189->10.0.1.140:80/tcp,10.0.0.66,47189,10.0.1.140,80,tcp,1726135219.664099,1726135221.012730,1.348631,6,240,4.448956,177.958253,40,40,40.000000,0.000000,0.269726,0.138183,0.050836,0.464650,5,"A,F,P,S",1,1,0,4,5,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.512309,0.166667,4,0,0.000000,0.000000,0.000000,outbound
port_scan__run_001__0028,run_001,port_scan,10.0.0.207:20435->10.0.1.43:53/udp,10.0.0.207,20435,10.0.1.43,53,udp,1726135221.767036,1726135221.958360,0.191324,4,180,20.906944,940.812465,39,60,45.000000,8.689074,0.063775,0.021122,0.039440,0.090945,3,,0,0,0,0,0,0,4,13.000000,28,2.801212,3.490602,1,0,0,0,0.000000,0,0.000000,0.331201,0.000000,0,68,0.377778,3.262402,3.819549,outbound
port_scan__run_001__0029,run_001,port_scan,10.0.0.189:61757->10.0.1.103:80/tcp,10.0.0.189,61757,10.0.1.103,80,tcp,1726135222.631365,1726135223.320618,0.689253,4,160,5.803385,232.135419,40,40,40.000000,0.000000,0.229751,0.156428,0.059576,0.437252,3,"A,F,P,S",1,1,0,2,3,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.680860,0.250000,4,0,0.000000,0.000000,0.000000,outbound
exfiltration__run_001__0000,run_001,exfiltration,10.0.0.124:60378->10.0.1.192:443/tcp,10.0.0.124,60378,10.0.1.192,443,tcp,1726135200.205132,1726135203.771132,3.566000,33,31516,9.254066,8837.913667,40,1235,955.030303,270.280044,0.111437,0.062320,0.022319,0.242939,32,"A,F,P,S",1,1,0,31,32,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.559237,0.030303,4,30196,0.958117,5.926794,5.943445,outbound
exfiltration__run_001__0001,run_001,exfiltration,10.0.0.111:63977->10.0.1.84:443/tcp,10.0.0.111,63977,10.0.1.84,443,tcp,1726135200.781736,1726135206.569804,5.788068,39,37649,6.738000,6504.588342,40,1239,965.358974,252.385388,0.152318,0.062659,0.030145,0.245487,38,"A,F,P,S",1,1,0,37,38,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.411370,0.025641,4,36089,0.958565,5.929602,5.952027,outbound
exfiltration__run_001__0002,run_001,exfiltration,10.0.0.254:53941->10.0.1.192:443/tcp,10.0.0.254,53941,10.0.1.192,443,tcp,1726135201.112815,1726135205.758312,4.645497,34,32261,7.318915,6944.574374,40,1213,948.852941,259.215233,0.140773,0.066363,0.041899,0.242397,33,"A,F,P,S",1,1,0,32,33,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.471421,0.029412,4,30901,0.957844,5.929455,5.950779,outbound
exfiltration__run_001__0003,run_001,exfiltration,10.0.0.11:2012->10.0.1.84:443/tcp,10.0.0.11,2012,10.0.1.84,443,tcp,1726135201.145126,1726135207.378578,6.233452,45,42967,7.219114,6892.970553,40,1225,954.822222,237.223878,0.141669,0.066968,0.023156,0.248382,44,"A,F,P,S",1,1,0,43,44,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.472707,0.022222,4,41167,0.958107,5.929020,5.943876,outbound
exfiltration__run_001__0004,run_001,exfiltration,10.0.0.183:48840->10.0.1.192:443/tcp,10.0.0.183,48840,10.0.1.192,443,tcp,1726135201.204858,1726135206.197592,4.992734,37,33523,7.410769,6714.357364,40,1231,906.027027,254.956646,0.138687,0.073250,0.021031,0.249112,36,"A,F,P,S",1,1,0,35,36,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.528170,0.027027,4,32043,0.955851,5.925214,5.937880,outbound
exfiltration__run_001__0005,run_001,exfiltration,10.0.0.209:10385->10.0.1.84:53/udp,10.0.0.209,10385,10.0.1.84,53,udp,1726135201.544305,1726135205.561489,4.017184,29,28746,7.218987,7155.758826,728,1224,991.241379,152.446408,0.143471,0.062177,0.033956,0.232924,28,,0,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.433374,0.000000,0,27934,0.971753,5.927789,5.949534,outbound
exfiltration__run_001__0006,run_001,exfiltration,10.0.0.254:34821->10.0.1.53:443/tcp,10.0.0.254,34821,10.0.1.53,443,tcp,1726135201.589679,1726135202.494045,0.904366,6,240,6.634482,265.379277,40,40,40.000000,0.000000,0.180873,0.165700,0.016373,0.397560,5,"A,F,P,S",1,1,0,4,5,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.916114,0.166667,4,0,0.000000,0.000000,0.000000,outbound
exfiltration__run_001__0007,run_001,exfiltration,10.0.0.207:43896->10.0.1.28:53/udp,10.0.0.207,43896,10.0.1.28,53,udp,1726135201.765022,1726135207.992529,6.227507,45,43894,7.226006,7048.406509,734,1217,975.422222,154.975337,0.141534,0.067231,0.022953,0.249126,44,,0,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.475019,0.000000,0,42634,0.971294,5.926648,5.948454,outbound
exfiltration__run_001__0008,run_001,exfiltration,10.0.0.63:18332->10.0.1.28:443/tcp,10.0.0.63,18332,10.0.1.28,443,tcp,1726135201.972291,1726135206.457625,4.485334,33,32311,7.357312,7203.700010,40,1236,979.121212,266.885602,0.140167,0.060416,0.043268,0.241323,32,"A,F,P,S",1,1,0,31,32,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.431029,0.030303,4,30991,0.959147,5.930537,5.947402,outbound
exfiltration__run_001__0009,run_001,exfiltration,10.0.0.134:2952->10.0.1.206:53/udp,10.0.0.134,2952,10.0.1.206,53,udp,1726135201.972842,1726135202.000496,0.027654,3,151,108.483667,5460.344550,45,53,50.333333,3.771236,0.013827,0.009557,0.004270,0.023384,2,,0,0,0,0,0,0,3,18.333333,21,3.170560,3.572469,28,0,0,0,0.000000,0,0.000000,0.691195,0.000000,0,67,0.443709,3.716502,3.943465,outbound
exfiltration__run_001__0010,run_001,exfiltration,10.0.0.88:62721->10.0.1.84:443/tcp,10.0.0.88,62721,10.0.1.84,443,tcp,1726135202.183792,1726135207.070307,4.886515,34,31671,6.957924,6481.306337,40,1232,931.500000,271.221556,0.148076,0.057850,0.034761,0.247375,33,"A,F,P,S",1,1,0,32,33,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.390675,0.029412,4,30311,0.957059,5.930321,5.946922,outbound
exfiltration__run_001__0011,run_001,exfiltration,10.0.0.119:0->10.0.1.14:0/icmp,10.0.0.119,0,10.0.1.14,0,icmp,1726135202.215332,1726135203.006672,0.791340,4,112,5.054718,141.532107,28,28,28.000000,0.000000,0.263780,0.072236,0.168901,0.344016,3,,0,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.273851,0.000000,0,0,0.000000,0.000000,0.000000,outbound
exfiltration__run_001__0012,run_001,exfiltration,10.0.0.246:30762->10.0.1.28:443/tcp,10.0.0.246,30762,10.0.1.28,443,tcp,1726135202.822501,1726135208.331401,5.508900,39,35157,7.079453,6381.854625,40,1236,901.461538,251.024756,0.144971,0.067865,0.021204,0.245932,38,"A,F,P,S",1,1,0,37,38,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.468126,0.025641,4,33597,0.955628,5.926707,5.953717,outbound
exfiltration__run_001__0013,run_001,exfiltration,10.0.0.26:1695->10.0.1.84:443/tcp,10.0.0.26,1695,10.0.1.84,443,tcp,1726135202.901879,1726135207.761971,4.860092,36,33849,7.407267,6964.683081,40,1228,940.250000,249.525592,0.138860,0.060833,0.033519,0.239481,35,"A,F,P,S",1,1,0,34,35,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.438092,0.027778,4,32409,0.957458,5.929777,5.953633,outbound
exfiltration__run_001__0014,run_001,exfiltration,10.0.0.224:28329->10.0.1.28:123/udp,10.0.0.224,28329,10.0.1.28,123,udp,1726135203.009413,1726135205.923748,2.914335,30,30397,10.293944,10430.166700,730,1204,1013.233333,150.923973,0.100494,0.065691,0.022853,0.233853,29,,0,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.653682,0.000000,0,29557,0.972366,5.926679,5.948766,outbound
exfiltration__run_001__0015,run_001,exfiltration,10.0.0.42:41906->10.0.1.28:443/udp,10.0.0.42,41906,10.0.1.28,443,udp,1726135203.444049,1726135208.254062,4.810013,38,39453,7.900186,8202.264639,774,1225,1038.236842,137.807347,0.130000,0.064865,0.026091,0.241627,37,,0,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.498962,0.000000,0,38389,0.973031,5.931831,5.948647,outbound
exfiltration__run_001__0016,run_001,exfiltration,10.0.0.88:1277->10.0.1.28:53/udp,10.0.0.88,1277,10.0.1.28,53,udp,1726135203.983551,1726135210.071949,6.088398,44,42739,7.226860,7019.744790,733,1227,971.340909,162.984933,0.141591,0.067427,0.021098,0.247130,43,,0,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.476213,0.000000,0,41507,0.971174,5.928945,5.947840,outbound
exfiltration__run_001__0017,run_001,exfiltration,10.0.0.107:2565->10.0.1.84:443/udp,10.0.0.107,2565,10.0.1.84,443,udp,1726135204.136889,1726135209.409487,5.272598,43,42448,8.155372,8050.680096,744,1225,987.162791,131.477990,0.125538,0.067412,0.020919,0.249470,42,,0,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.536983,0.000000,0,41244,0.971636,5.929628,5.948323,outbound
exfiltration__run_001__0018,run_001,exfiltration,10.0.0.141:44900->10.0.1.192:443/tcp,10.0.0.141,44900,10.0.1.192,443,tcp,1726135204.271621,1726135208.657873,4.386252,34,32530,7.751493,7416.354680,40,1229,956.764706,269.274303,0.132917,0.075681,0.025330,0.248774,33,"A,F,P,S",1,1,0,32,33,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.569387,0.029412,4,31170,0.958192,5.929832,5.944895,outbound
exfiltration__run_001__0019,run_001,exfiltration,10.0.0.67:50422->10.0.1.192:443/tcp,10.0.0.67,50422,10.0.1.192,443,tcp,1726135205.081488,1726135209.590651,4.509163,28,27355,6.209578,6066.535883,40,1239,976.964286,288.086232,0.167006,0.050274,0.082933,0.240050,27,"A,F,P,S",1,1,0,26,27,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.301033,0.035714,4,26235,0.959057,5.930753,5.946300,outbound
exfiltration__run_001__0020,run_001,exfiltration,10.0.0.192:59782->10.0.1.84:123/udp,10.0.0.192,59782,10.0.1.84,123,udp,1726135205.900339,1726135210.060988,4.160649,28,26739,6.729719,6426.641518,764,1225,954.964286,131.318175,0.154098,0.061292,0.042195,0.246209,27,,0,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.397743,0.000000,0,25955,0.970680,5.926686,5.946961,outbound
exfiltration__run_001__0021,run_001,exfiltration,10.0.0.232:31532->10.0.1.192:123/udp,10.0.0.232,31532,10.0.1.192,123,udp,1726135205.957938,1726135211.277915,5.319977,41,40774,7.706800,7664.318785,737,1227,994.487805,144.705778,0.132999,0.054032,0.025153,0.229351,40,,0,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.406257,0.000000,0,39626,0.971845,5.930832,5.945207,outbound
exfiltration__run_001__0022,run_001,exfiltration,10.0.0.32:53620->10.0.1.192:123/udp,10.0.0.32,53620,10.0.1.192,123,udp,1726135206.000576,1726135209.341162,3.340586,33,33388,9.878507,9994.653791,763,1220,1011.757576,145.476027,0.104393,0.064222,0.021905,0.233378,32,,0,0,0,0,0,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.615192,0.000000,0,32464,0.972325,5.929254,5.947807,outbound
exfiltration__run_001__0023,run_001,exfiltration,10.0.0.191:43767->10.0.1.112:53/udp,10.0.0.191,43767,10.0.1.112,53,udp,1726135209.556751,1726135209.647871,0.091120,2,85,21.949077,932.835773,38,47,42.500000,4.500000,0.091120,0.000000,0.091120,0.091120,1,,0,0,0,0,0,0,2,10.500000,15,1.864787,2.918296,1,0,0,0,0.000000,0,0.000000,0.000000,0.000000,0,29,0.341176,2.768521,3.366091,outbound
exfiltration__run_001__0024,run_001,exfiltration,10.0.0.175:2315->10.0.1.144:53/udp,10.0.0.175,2315,10.0.1.144,53,udp,1726135212.335378,1726135212.401320,0.065942,4,190,60.659322,2881.317806,40,53,47.500000,4.821825,0.021981,0.016918,0.008405,0.045830,3,,0,0,0,0,0,0,4,15.500000,21,3.066080,3.454822,1,0,0,0,0.000000,0,0.000000,0.769667,0.000000,0,78,0.410526,3.565567,3.943465,outbound
exfiltration__run_001__0025,run_001,exfiltration,10.0.0.17:41762->10.0.1.111:53/udp,10.0.0.17,41762,10.0.1.111,53,udp,1726135212.900332,1726135212.976224,0.075892,4,188,52.706497,2477.205376,43,51,47.000000,2.915476,0.025297,0.009250,0.013676,0.036310,3,,0,0,0,0,0,0,4,15.000000,19,2.589786,2.855389,1,0,0,0,0.000000,0,0.000000,0.365668,0.000000,0,76,0.404255,3.344224,3.621176,outbound
exfiltration__run_001__0026,run_001,exfiltration,10.0.0.7:28919->10.0.1.123:443/tcp,10.0.0.7,28919,10.0.1.123,443,tcp,1726135214.411287,1726135215.253161,0.841874,5,200,5.939132,237.565274,40,40,40.000000,0.000000,0.210468,0.127229,0.123463,0.429587,4,"A,F,P,S",1,1,0,3,4,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.604504,0.200000,4,0,0.000000,0.000000,0.000000,outbound
exfiltration__run_001__0027,run_001,exfiltration,10.0.0.49:10121->10.0.1.214:443/tcp,10.0.0.49,10121,10.0.1.214,443,tcp,1726135215.368258,1726135216.391459,1.023201,7,280,6.841276,273.651026,40,40,40.000000,0.000000,0.170533,0.079500,0.049408,0.316939,6,"A,F,P,S",1,1,0,5,6,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.466183,0.142857,4,0,0.000000,0.000000,0.000000,outbound
exfiltration__run_001__0028,run_001,exfiltration,10.0.0.211:28449->10.0.1.153:53/udp,10.0.0.211,28449,10.0.1.153,53,udp,1726135220.189319,1726135220.308999,0.119680,3,143,25.066810,1194.851281,41,54,47.666667,5.312459,0.059840,0.009497,0.050343,0.069337,2,,0,0,0,0,0,0,3,15.666667,22,2.874493,3.350209,1,0,0,0,0.000000,0,0.000000,0.158707,0.000000,0,59,0.412587,3.461437,3.873141,outbound
exfiltration__run_001__0029,run_001,exfiltration,10.0.0.16:36480->10.0.1.223:443/tcp,10.0.0.16,36480,10.0.1.223,443,tcp,1726135220.474643,1726135221.757761,1.283118,6,240,4.676109,187.044370,40,40,40.000000,0.000000,0.256624,0.102006,0.116750,0.414919,5,"A,F,P,S",1,1,0,4,5,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.397492,0.166667,4,0,0.000000,0.000000,0.000000,outbound
encrypted_anomaly__run_001__0000,run_001,encrypted_anomaly,10.0.0.16:30467->10.0.1.30:443/tcp,10.0.0.16,30467,10.0.1.30,443,tcp,1726135201.582587,1726135202.415449,0.832862,16,6257,19.210868,7512.650053,40,640,391.062500,183.729240,0.055524,0.024910,0.011642,0.097047,15,"A,F,P,S",1,1,0,14,15,0,0,0.000000,0,0.000000,0.000000,0,14,771,23,396.214286,595,7.389619,0.448638,0.062500,4,5617,0.897715,7.393232,7.680933,outbound
encrypted_anomaly__run_001__0001,run_001,encrypted_anomaly,10.0.0.215:53582->10.0.1.53:443/tcp,10.0.0.215,53582,10.0.1.53,443,tcp,1726135201.962748,1726135202.158464,0.195716,8,2857,40.875574,14597.689499,40,595,357.125000,221.500247,0.027959,0.013706,0.009305,0.048124,7,"A,F,P,S",1,1,0,6,7,0,0,0.000000,0,0.000000,0.000000,0,6,771,23,417.833333,550,7.392055,0.490213,0.125000,4,2537,0.887994,7.395716,7.634718,outbound
encrypted_anomaly__run_001__0002,run_001,encrypted_anomaly,10.0.0.28:13643->10.0.1.2:80/tcp,10.0.0.28,13643,10.0.1.2,80,tcp,1726135202.291553,1726135203.215533,0.923980,4,160,4.329098,173.163922,40,40,40.000000,0.000000,0.307993,0.107776,0.191206,0.451204,3,"A,F,P,S",1,1,0,2,3,0,0,0.000000,0,0.000000,0.000000,0,0,0,0,0.000000,0,0.000000,0.349929,0.250000,4,0,0.000000,0.000000,0.000000,outbound
